signal,entry,sl,tp,rr,setup,open_ts,mode,score,h1_trend,outcome,exit_price,exit_ts,pnl_pct,pnl_usdt,balance,held_min
SELL,70721.0,71106.8025,70142.2962,1.5,bearish_engulfing,2026-03-11T17:50:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,70142.2962,2026-03-11T23:45:00+00:00,4.091,4.09,10007.39,355.0
BUY,70150.0,69917.325,70499.0125,1.5,bullish_pinbar,2026-03-11T23:55:00+00:00,VOLATILE_RANGE,6,VOLATILE_RANGE,SL,69917.325,2026-03-12T01:00:00+00:00,-1.658,-1.66,10005.73,65.0
BUY,69455.0,69130.1625,69942.2562,1.5,bullish_pinbar,2026-03-12T14:50:00+00:00,VOLATILE_RANGE,5,VOLATILE_RANGE,TP,69942.2562,2026-03-12T15:20:00+00:00,3.508,3.51,10009.24,30.0
SELL,69983.1,70208.8577,69644.4634,1.5,bearish_pinbar,2026-03-12T18:25:00+00:00,VOLATILE_RANGE,4,VOLATILE_RANGE,SL,70208.8577,2026-03-12T19:30:00+00:00,-1.613,-1.61,10007.63,65.0
SELL,71540.6,71917.4515,70975.3227,1.5,bearish_pinbar,2026-03-13T01:15:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,70975.3227,2026-03-13T03:30:00+00:00,3.951,3.95,10011.58,135.0
SELL,71120.9,71392.0022,70714.2466,1.5,bearish_pinbar,2026-03-13T03:45:00+00:00,VOLATILE_RANGE,4,VOLATILE_RANGE,SL,71392.0022,2026-03-13T03:50:00+00:00,-1.906,-1.91,10009.67,5.0
BUY,71298.6,71021.7535,71713.8698,1.5,bullish_pinbar,2026-03-13T04:20:00+00:00,UPTREND,3,UPTREND,TP,71713.8698,2026-03-13T08:35:00+00:00,2.912,2.92,10012.59,255.0
BUY,72220.4,71910.849,72684.7265,1.5,bullish_engulfing,2026-03-13T10:10:00+00:00,UPTREND,6,UPTREND,TP,72684.7265,2026-03-13T12:45:00+00:00,3.215,3.22,10015.8,155.0
BUY,73151.6,72787.121,73698.3185,1.5,bullish_pinbar,2026-03-13T13:20:00+00:00,UPTREND,6,UPTREND,SL,72787.121,2026-03-13T13:35:00+00:00,-2.491,-2.5,10013.31,15.0
BUY,73496.9,73120.7578,74061.1134,1.5,bullish_pinbar,2026-03-13T14:15:00+00:00,UPTREND,6,UPTREND,SL,73120.7578,2026-03-13T14:40:00+00:00,-2.559,-2.56,10010.75,25.0
BUY,71167.2,70785.082,71740.377,1.5,bullish_engulfing,2026-03-13T19:05:00+00:00,VOLATILE_RANGE,3,UPTREND,SL,70785.082,2026-03-13T22:00:00+00:00,-2.685,-2.69,10008.06,175.0
BUY,70850.6,70642.3735,71162.9398,1.5,bullish_pinbar,2026-03-13T23:20:00+00:00,VOLATILE_RANGE,3,UPTREND,SL,70642.3735,2026-03-14T00:40:00+00:00,-1.469,-1.47,10006.59,80.0
BUY,71050.0,70849.375,71350.9375,1.5,bullish_pinbar,2026-03-14T03:50:00+00:00,UPTREND,4,UPTREND,SL,70849.375,2026-03-14T06:15:00+00:00,-1.412,-1.41,10005.18,145.0
BUY,70870.4,70664.524,71179.214,1.5,bullish_pinbar,2026-03-14T13:25:00+00:00,SIDEWAY,3,SIDEWAY,SL,70664.524,2026-03-14T14:15:00+00:00,-1.452,-1.45,10003.72,50.0
BUY,73655.5,73367.0612,74088.1581,1.5,bullish_pinbar,2026-03-16T04:10:00+00:00,UPTREND,5,UPTREND,TP,74088.1581,2026-03-16T04:50:00+00:00,2.937,2.94,10006.66,40.0
BUY,73940.5,73686.7487,74321.1269,1.5,bullish_engulfing,2026-03-16T18:00:00+00:00,UPTREND,3,UPTREND,TP,74321.1269,2026-03-16T18:35:00+00:00,2.574,2.58,10009.24,35.0
BUY,74434.5,74025.3138,75048.2794,1.5,bullish_engulfing,2026-03-16T21:30:00+00:00,UPTREND,5,UPTREND,TP,75048.2794,2026-03-17T00:05:00+00:00,4.123,4.13,10013.36,155.0
BUY,74999.3,74691.9017,75460.3974,1.5,bullish_pinbar,2026-03-17T00:50:00+00:00,UPTREND,3,UPTREND,TP,75460.3974,2026-03-17T01:10:00+00:00,3.074,3.08,10016.44,20.0
BUY,75851.9,75552.2703,76301.3446,1.5,bullish_pinbar,2026-03-17T01:30:00+00:00,UPTREND,3,UPTREND,SL,75552.2703,2026-03-17T01:40:00+00:00,-1.975,-1.98,10014.46,10.0
BUY,75584.7,75270.9382,76055.3426,1.5,bullish_engulfing,2026-03-17T01:55:00+00:00,UPTREND,3,UPTREND,SL,75270.9382,2026-03-17T02:05:00+00:00,-2.076,-2.08,10012.38,10.0
BUY,73984.8,73740.638,74351.043,1.5,bullish_engulfing,2026-03-17T06:50:00+00:00,VOLATILE_RANGE,3,UPTREND,TP,74351.043,2026-03-17T07:15:00+00:00,2.475,2.48,10014.86,25.0
BUY,74357.1,74094.1073,74751.5891,1.5,bullish_engulfing,2026-03-17T07:40:00+00:00,VOLATILE_RANGE,3,UPTREND,SL,74094.1073,2026-03-17T08:15:00+00:00,-1.768,-1.77,10013.09,35.0
BUY,74355.3,73978.9117,74919.8824,1.5,bullish_engulfing,2026-03-17T08:40:00+00:00,VOLATILE_RANGE,3,UPTREND,SL,73978.9117,2026-03-17T09:05:00+00:00,-2.531,-2.53,10010.56,25.0
BUY,73890.1,73607.0747,74314.6379,1.5,bullish_pinbar,2026-03-17T09:55:00+00:00,VOLATILE_RANGE,3,UPTREND,SL,73607.0747,2026-03-17T10:05:00+00:00,-1.915,-1.92,10008.64,10.0
BUY,73721.7,73382.7958,74230.0564,1.5,bullish_pinbar,2026-03-17T10:35:00+00:00,UPTREND,3,UPTREND,TP,74230.0564,2026-03-17T11:45:00+00:00,3.448,3.45,10012.09,70.0
BUY,74720.5,74394.4987,75209.5019,1.5,bullish_engulfing,2026-03-17T22:00:00+00:00,UPTREND,3,UPTREND,SL,74394.4987,2026-03-17T22:25:00+00:00,-2.181,-2.18,10009.91,25.0
BUY,74103.9,73866.6402,74459.7896,1.5,bullish_pinbar,2026-03-18T10:05:00+00:00,UPTREND,4,UPTREND,SL,73866.6402,2026-03-18T10:40:00+00:00,-1.601,-1.6,10008.3,35.0
BUY,72893.8,72606.5655,73324.6518,1.5,bullish_pinbar,2026-03-18T12:00:00+00:00,UPTREND,4,UPTREND,SL,72606.5655,2026-03-18T12:30:00+00:00,-1.97,-1.97,10006.33,30.0
BUY,71320.0,70995.5,71806.75,1.5,bullish_pinbar,2026-03-18T15:45:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,71806.75,2026-03-18T18:00:00+00:00,3.412,3.41,10009.75,135.0
SELL,70029.3,70263.0733,69678.6401,1.5,bearish_pinbar,2026-03-19T08:30:00+00:00,DOWNTREND,4,DOWNTREND,SL,70263.0733,2026-03-19T09:20:00+00:00,-1.669,-1.67,10008.08,50.0
SELL,69980.8,70216.152,69627.772,1.5,bearish_pinbar,2026-03-19T11:45:00+00:00,DOWNTREND,4,DOWNTREND,TP,69627.772,2026-03-19T12:05:00+00:00,2.522,2.52,10010.6,20.0
SELL,69264.6,69533.4615,68861.3078,1.5,bearish_pinbar,2026-03-19T12:55:00+00:00,DOWNTREND,6,DOWNTREND,SL,69533.4615,2026-03-19T13:40:00+00:00,-1.941,-1.94,10008.66,45.0
SELL,69183.5,69466.4588,68759.0619,1.5,bearish_pinbar,2026-03-19T15:30:00+00:00,DOWNTREND,3,DOWNTREND,TP,68759.0619,2026-03-19T15:45:00+00:00,3.067,3.07,10011.73,15.0
SELL,70025.6,70360.064,69523.904,1.5,bearish_pinbar,2026-03-19T19:05:00+00:00,DOWNTREND,4,DOWNTREND,SL,70360.064,2026-03-19T19:10:00+00:00,-2.388,-2.39,10009.34,5.0
SELL,70538.4,70800.046,70145.931,1.5,bearish_engulfing,2026-03-20T06:00:00+00:00,DOWNTREND,4,DOWNTREND,SL,70800.046,2026-03-20T07:40:00+00:00,-1.855,-1.86,10007.48,100.0
SELL,70165.9,70400.4147,69814.1279,1.5,bearish_pinbar,2026-03-20T20:10:00+00:00,VOLATILE_RANGE,3,DOWNTREND,TP,69814.1279,2026-03-20T20:30:00+00:00,2.507,2.51,10009.99,20.0
SELL,70510.7,70896.8768,69931.4349,1.5,bearish_pinbar,2026-03-20T21:35:00+00:00,VOLATILE_RANGE,3,DOWNTREND,SL,70896.8768,2026-03-21T14:10:00+00:00,-2.738,-2.74,10007.25,995.0
SELL,69361.6,69666.604,68904.094,1.5,bearish_engulfing,2026-03-22T04:15:00+00:00,DOWNTREND,3,DOWNTREND,TP,68904.094,2026-03-22T07:40:00+00:00,3.298,3.3,10010.55,205.0
SELL,68601.1,68815.7027,68279.1959,1.5,bearish_pinbar,2026-03-22T10:55:00+00:00,DOWNTREND,3,DOWNTREND,TP,68279.1959,2026-03-22T11:40:00+00:00,2.346,2.35,10012.9,45.0
SELL,68635.0,68878.0875,68270.3688,1.5,bearish_engulfing,2026-03-22T17:55:00+00:00,DOWNTREND,3,DOWNTREND,TP,68270.3688,2026-03-22T19:10:00+00:00,2.656,2.66,10015.56,75.0
SELL,68126.2,68544.1155,67499.3267,1.5,bearish_engulfing,2026-03-22T19:45:00+00:00,DOWNTREND,6,DOWNTREND,TP,67499.3267,2026-03-22T21:15:00+00:00,4.601,4.61,10020.17,90.0
SELL,67965.5,68300.5138,67462.9794,1.5,bearish_pinbar,2026-03-23T00:25:00+00:00,DOWNTREND,3,DOWNTREND,TP,67462.9794,2026-03-23T00:40:00+00:00,3.697,3.7,10023.87,15.0
SELL,71408.3,71746.2207,70901.4189,1.5,bearish_engulfing,2026-03-23T15:05:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,70901.4189,2026-03-23T15:20:00+00:00,3.549,3.56,10027.43,15.0
SELL,70755.1,71088.0877,70255.6184,1.5,bearish_pinbar,2026-03-23T15:35:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,70255.6184,2026-03-23T15:55:00+00:00,3.53,3.54,10030.97,20.0
BUY,70440.0,70167.7,70848.45,1.5,bullish_engulfing,2026-03-23T16:40:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,70848.45,2026-03-23T17:30:00+00:00,2.899,2.91,10033.87,50.0
SELL,70190.1,70500.7753,69724.0871,1.5,bearish_pinbar,2026-03-24T05:15:00+00:00,SIDEWAY,3,SIDEWAY,SL,70500.7753,2026-03-24T06:55:00+00:00,-2.213,-2.22,10031.65,100.0
SELL,69562.6,69805.3065,69198.5403,1.5,bearish_engulfing,2026-03-24T19:20:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,69805.3065,2026-03-24T20:20:00+00:00,-1.745,-1.75,10029.9,60.0
SELL,70037.2,70308.193,69630.7105,1.5,bearish_pinbar,2026-03-24T21:30:00+00:00,VOLATILE_RANGE,4,VOLATILE_RANGE,SL,70308.193,2026-03-24T21:40:00+00:00,-1.935,-1.94,10027.96,10.0
BUY,70253.7,69995.3657,70641.2014,1.5,bullish_pinbar,2026-03-24T21:50:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,70641.2014,2026-03-24T23:20:00+00:00,2.758,2.77,10030.73,90.0
BUY,70621.6,70348.446,71031.331,1.5,bullish_pinbar,2026-03-24T23:45:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,71031.331,2026-03-25T05:05:00+00:00,2.901,2.91,10033.64,320.0
BUY,71832.8,71465.518,72383.723,1.5,bullish_engulfing,2026-03-25T11:25:00+00:00,SIDEWAY,4,SIDEWAY,SL,71465.518,2026-03-25T12:15:00+00:00,-2.557,-2.57,10031.07,50.0
BUY,70873.1,70631.2172,71235.9241,1.5,bullish_engulfing,2026-03-25T18:45:00+00:00,VOLATILE_RANGE,4,VOLATILE_RANGE,SL,70631.2172,2026-03-25T18:55:00+00:00,-1.706,-1.71,10029.36,10.0
BUY,69281.9,68953.9952,69773.7571,1.5,bullish_pinbar,2026-03-26T11:25:00+00:00,SIDEWAY,3,SIDEWAY,TP,69773.7571,2026-03-26T13:45:00+00:00,3.55,3.56,10032.92,140.0
BUY,68854.3,68381.2642,69563.8536,1.5,bullish_pinbar,2026-03-26T15:15:00+00:00,SIDEWAY,4,SIDEWAY,SL,68381.2642,2026-03-26T17:55:00+00:00,-3.435,-3.45,10029.48,160.0
BUY,69133.6,68869.566,69529.651,1.5,bullish_pinbar,2026-03-26T20:40:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,68869.566,2026-03-26T21:00:00+00:00,-1.91,-1.92,10027.56,20.0
SELL,68195.3,68439.2882,67829.3176,1.5,bearish_pinbar,2026-03-27T08:30:00+00:00,SIDEWAY,4,SIDEWAY,TP,67829.3176,2026-03-27T08:35:00+00:00,2.683,2.69,10030.25,5.0
SELL,67822.2,68023.9555,67519.5667,1.5,bearish_pinbar,2026-03-27T09:20:00+00:00,DOWNTREND,3,DOWNTREND,TP,67519.5667,2026-03-27T10:35:00+00:00,2.231,2.24,10032.49,75.0
SELL,66707.1,66927.7677,66376.0984,1.5,bearish_engulfing,2026-03-27T11:50:00+00:00,DOWNTREND,3,DOWNTREND,TP,66376.0984,2026-03-27T13:30:00+00:00,2.481,2.49,10034.98,100.0
SELL,65943.5,66222.8587,65524.4619,1.5,bearish_pinbar,2026-03-27T14:50:00+00:00,DOWNTREND,4,DOWNTREND,SL,66222.8587,2026-03-27T15:00:00+00:00,-2.118,-2.13,10032.85,10.0
SELL,65618.0,65875.845,65231.2325,1.5,bearish_pinbar,2026-03-27T17:45:00+00:00,DOWNTREND,4,DOWNTREND,SL,65875.845,2026-03-27T18:50:00+00:00,-1.965,-1.97,10030.88,65.0
SELL,66427.0,66621.5675,66135.1487,1.5,bearish_engulfing,2026-03-28T06:25:00+00:00,DOWNTREND,3,DOWNTREND,TP,66135.1487,2026-03-28T10:25:00+00:00,2.197,2.2,10033.09,240.0
SELL,66735.9,66991.9398,66351.8404,1.5,bearish_engulfing,2026-03-28T21:45:00+00:00,DOWNTREND,6,DOWNTREND,TP,66351.8404,2026-03-28T23:10:00+00:00,2.877,2.89,10035.97,85.0
SELL,65995.6,66515.389,65215.9165,1.5,bearish_pinbar,2026-03-29T23:00:00+00:00,DOWNTREND,3,DOWNTREND,SL,66515.389,2026-03-30T00:15:00+00:00,-3.938,-3.95,10032.02,75.0
SELL,67139.8,67367.7495,66797.8758,1.5,bearish_engulfing,2026-03-30T03:55:00+00:00,VOLATILE_RANGE,3,DOWNTREND,SL,67367.7495,2026-03-30T04:05:00+00:00,-1.698,-1.7,10030.32,10.0
SELL,67870.0,68135.675,67471.4875,1.5,bearish_pinbar,2026-03-31T02:35:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,67471.4875,2026-03-31T04:25:00+00:00,2.936,2.94,10033.26,110.0
BUY,66391.2,66147.222,66757.167,1.5,bullish_engulfing,2026-03-31T10:20:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,66757.167,2026-03-31T11:15:00+00:00,2.756,2.77,10036.03,55.0
BUY,66858.0,66524.755,67357.8675,1.5,bullish_engulfing,2026-03-31T13:30:00+00:00,VOLATILE_RANGE,5,VOLATILE_RANGE,TP,67357.8675,2026-03-31T13:50:00+00:00,3.738,3.75,10039.78,20.0
SELL,67144.6,67452.4615,66682.8078,1.5,bearish_engulfing,2026-03-31T14:05:00+00:00,VOLATILE_RANGE,6,VOLATILE_RANGE,SL,67452.4615,2026-03-31T14:15:00+00:00,-2.293,-2.3,10037.48,10.0
BUY,66893.2,66561.667,67390.4995,1.5,bullish_pinbar,2026-03-31T16:10:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,67390.4995,2026-03-31T16:35:00+00:00,3.717,3.73,10041.21,25.0
BUY,67623.8,67389.6405,67975.0393,1.5,bullish_pinbar,2026-04-01T02:55:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,67975.0393,2026-04-01T03:05:00+00:00,2.597,2.61,10043.82,10.0
SELL,68418.2,68655.9455,68061.5818,1.5,bearish_engulfing,2026-04-01T05:55:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,68655.9455,2026-04-01T06:10:00+00:00,-1.737,-1.75,10042.07,15.0
SELL,68358.7,68703.7967,67841.0549,1.5,bearish_pinbar,2026-04-01T12:50:00+00:00,SIDEWAY,3,SIDEWAY,SL,68703.7967,2026-04-01T15:20:00+00:00,-2.524,-2.53,10039.54,150.0
BUY,66255.2,66006.162,66628.757,1.5,bullish_pinbar,2026-04-02T04:40:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,66628.757,2026-04-02T05:55:00+00:00,2.819,2.83,10042.37,75.0
SELL,65875.1,66374.4878,65126.0184,1.5,bearish_engulfing,2026-04-02T13:30:00+00:00,SIDEWAY,4,SIDEWAY,SL,66374.4878,2026-04-02T14:05:00+00:00,-3.79,-3.81,10038.56,35.0
