signal,entry,sl,tp,rr,setup,open_ts,mode,score,h1_trend,outcome,exit_price,exit_ts,pnl_pct,pnl_usdt,balance,held_min
SELL,91372.7,91631.7454,90652.935,2.78,setup_E_bb_mean_reversion,2026-01-04T00:10:00+00:00,SIDEWAY,4,SIDEWAY,SL,91631.7454,2026-01-04T06:05:00+00:00,-1.418,-1.42,9994.84,355.0
BUY,91647.6,91291.381,92181.9285,1.5,bullish_pinbar,2026-01-04T06:15:00+00:00,UPTREND,5,UPTREND,SL,91291.381,2026-01-04T06:40:00+00:00,-1.943,-1.94,9992.9,25.0
BUY,91866.3,91425.4343,92527.5986,1.5,bullish_engulfing,2026-01-05T00:10:00+00:00,UPTREND,6,UPTREND,TP,92527.5986,2026-01-05T01:05:00+00:00,3.599,3.6,9996.49,55.0
BUY,92907.9,92369.6302,93715.3046,1.5,bullish_pinbar,2026-01-05T01:10:00+00:00,UPTREND,6,UPTREND,SL,92369.6302,2026-01-05T04:30:00+00:00,-2.897,-2.9,9993.6,200.0
BUY,92581.8,92278.6455,93036.5318,1.5,bullish_pinbar,2026-01-05T07:15:00+00:00,UPTREND,3,UPTREND,TP,93036.5318,2026-01-05T10:50:00+00:00,2.456,2.45,9996.05,215.0
BUY,93415.4,92870.4615,94232.8077,1.5,bullish_engulfing,2026-01-05T14:50:00+00:00,UPTREND,6,UPTREND,TP,94232.8077,2026-01-05T17:55:00+00:00,4.375,4.37,10000.43,185.0
BUY,94362.9,93978.2927,94939.8109,1.5,bullish_pinbar,2026-01-05T20:10:00+00:00,UPTREND,4,UPTREND,SL,93978.2927,2026-01-05T21:10:00+00:00,-2.038,-2.04,9998.39,60.0
BUY,93736.0,93464.46,94143.31,1.5,bullish_pinbar,2026-01-06T01:55:00+00:00,UPTREND,3,UPTREND,SL,93464.46,2026-01-06T07:20:00+00:00,-1.448,-1.45,9996.94,325.0
BUY,93359.9,93045.3003,93831.7996,1.5,bullish_pinbar,2026-01-06T07:25:00+00:00,UPTREND,4,UPTREND,TP,93831.7996,2026-01-06T11:45:00+00:00,2.527,2.53,9999.47,260.0
BUY,93884.6,93524.1885,94425.2173,1.5,bullish_engulfing,2026-01-06T12:05:00+00:00,UPTREND,3,UPTREND,SL,93524.1885,2026-01-06T14:55:00+00:00,-1.919,-1.92,9997.55,170.0
BUY,92575.9,92183.0602,93165.1596,1.5,bullish_engulfing,2026-01-06T16:50:00+00:00,UPTREND,4,UPTREND,SL,92183.0602,2026-01-06T17:40:00+00:00,-2.122,-2.12,9995.43,50.0
BUY,92987.8,92648.8305,93496.2543,1.5,bullish_pinbar,2026-01-07T00:50:00+00:00,VOLATILE_RANGE,4,UPTREND,SL,92648.8305,2026-01-07T00:55:00+00:00,-1.823,-1.82,9993.6,5.0
BUY,92559.8,92170.5005,93143.7493,1.5,bullish_engulfing,2026-01-07T01:35:00+00:00,VOLATILE_RANGE,4,UPTREND,SL,92170.5005,2026-01-07T09:15:00+00:00,-2.103,-2.1,9991.5,460.0
BUY,91908.7,91716.1826,92660.895,3.91,setup_E_bb_mean_reversion,2026-01-07T09:20:00+00:00,SIDEWAY,4,SIDEWAY,SL,91716.1826,2026-01-07T09:40:00+00:00,-1.047,-1.05,9990.46,20.0
BUY,91470.3,91273.2594,91935.095,2.36,setup_E_bb_mean_reversion,2026-01-07T14:15:00+00:00,SIDEWAY,4,SIDEWAY,TP,91935.095,2026-01-07T14:40:00+00:00,2.541,2.54,9993.0,25.0
BUY,91125.0,90804.75,91722.905,1.87,setup_E_bb_mean_reversion,2026-01-07T15:15:00+00:00,SIDEWAY,4,SIDEWAY,TP,91722.905,2026-01-07T16:20:00+00:00,3.281,3.28,9996.27,65.0
BUY,90888.0,90658.224,91301.28,1.8,setup_E_bb_mean_reversion,2026-01-08T02:35:00+00:00,SIDEWAY,4,SIDEWAY,SL,90658.224,2026-01-08T03:45:00+00:00,-1.264,-1.26,9995.01,70.0
BUY,90287.2,90030.4256,90886.99,2.34,setup_E_bb_mean_reversion,2026-01-08T06:15:00+00:00,SIDEWAY,4,SIDEWAY,SL,90030.4256,2026-01-08T06:55:00+00:00,-1.422,-1.42,9993.59,40.0
BUY,89390.0,89132.02,89834.455,1.72,setup_E_bb_mean_reversion,2026-01-08T14:40:00+00:00,SIDEWAY,4,SIDEWAY,TP,89834.455,2026-01-08T14:45:00+00:00,2.486,2.48,9996.07,5.0
BUY,90520.0,90235.46,90969.18,1.58,setup_E_bb_mean_reversion,2026-01-09T08:00:00+00:00,SIDEWAY,4,SIDEWAY,SL,90235.46,2026-01-09T08:45:00+00:00,-1.572,-1.57,9994.5,45.0
BUY,89680.0,89453.44,90655.605,4.31,setup_E_bb_mean_reversion,2026-01-09T08:50:00+00:00,SIDEWAY,4,SIDEWAY,TP,90655.605,2026-01-09T13:20:00+00:00,5.439,5.44,9999.94,270.0
BUY,90395.7,90186.0086,90741.71,1.65,setup_E_bb_mean_reversion,2026-01-11T20:15:00+00:00,SIDEWAY,3,SIDEWAY,TP,90741.71,2026-01-11T21:50:00+00:00,1.914,1.91,10001.85,95.0
SELL,91590.1,91855.7802,90945.35,2.43,setup_E_bb_mean_reversion,2026-01-12T01:00:00+00:00,SIDEWAY,4,SIDEWAY,SL,91855.7802,2026-01-12T02:15:00+00:00,-1.45,-1.45,10000.4,75.0
SELL,92163.7,92362.0274,91557.95,3.05,setup_E_bb_mean_reversion,2026-01-12T02:45:00+00:00,SIDEWAY,4,SIDEWAY,SL,92362.0274,2026-01-12T02:50:00+00:00,-1.076,-1.08,9999.33,5.0
BUY,91367.9,91159.2642,91768.54,1.92,setup_E_bb_mean_reversion,2026-01-12T07:50:00+00:00,SIDEWAY,4,SIDEWAY,SL,91159.2642,2026-01-12T08:30:00+00:00,-1.142,-1.14,9998.18,40.0
BUY,90736.0,90378.228,91519.4,2.19,setup_E_bb_mean_reversion,2026-01-12T08:35:00+00:00,SIDEWAY,4,SIDEWAY,SL,90378.228,2026-01-12T08:45:00+00:00,-1.971,-1.97,9996.21,10.0
SELL,91180.0,91377.36,90677.395,2.55,setup_E_bb_mean_reversion,2026-01-12T15:15:00+00:00,SIDEWAY,4,SIDEWAY,SL,91377.36,2026-01-12T15:20:00+00:00,-1.082,-1.08,9995.13,5.0
SELL,92170.3,92369.6406,91370.645,4.01,setup_E_bb_mean_reversion,2026-01-12T16:25:00+00:00,SIDEWAY,4,SIDEWAY,TP,91370.645,2026-01-12T17:30:00+00:00,4.338,4.34,9999.47,65.0
BUY,90919.1,90688.1618,91388.6,2.03,setup_E_bb_mean_reversion,2026-01-12T21:50:00+00:00,SIDEWAY,3,SIDEWAY,TP,91388.6,2026-01-12T22:10:00+00:00,2.582,2.58,10002.05,20.0
SELL,91711.4,91902.6228,91404.61,1.6,setup_E_bb_mean_reversion,2026-01-13T05:10:00+00:00,SIDEWAY,4,SIDEWAY,SL,91902.6228,2026-01-13T05:15:00+00:00,-1.043,-1.04,10001.01,5.0
SELL,92141.8,92404.2836,91483.495,2.51,setup_E_bb_mean_reversion,2026-01-13T05:20:00+00:00,SIDEWAY,4,SIDEWAY,SL,92404.2836,2026-01-13T09:15:00+00:00,-1.424,-1.42,9999.58,235.0
SELL,92684.8,92985.3696,92115.81,1.89,setup_E_bb_mean_reversion,2026-01-13T14:35:00+00:00,SIDEWAY,4,SIDEWAY,TP,92115.81,2026-01-13T15:00:00+00:00,3.069,3.07,10002.65,25.0
SELL,93088.0,93285.176,92514.065,2.91,setup_E_bb_mean_reversion,2026-01-13T15:50:00+00:00,SIDEWAY,4,SIDEWAY,SL,93285.176,2026-01-13T15:55:00+00:00,-1.059,-1.06,10001.59,5.0
SELL,93535.8,93852.9716,92647.28,2.8,setup_E_bb_mean_reversion,2026-01-13T16:00:00+00:00,SIDEWAY,4,SIDEWAY,SL,93852.9716,2026-01-13T19:30:00+00:00,-1.695,-1.7,9999.9,210.0
SELL,93986.7,94233.7734,93594.395,1.59,setup_E_bb_mean_reversion,2026-01-13T19:35:00+00:00,SIDEWAY,3,SIDEWAY,SL,94233.7734,2026-01-13T20:00:00+00:00,-1.314,-1.31,9998.58,25.0
BUY,95389.0,94830.4275,96226.8588,1.5,bullish_pinbar,2026-01-13T22:35:00+00:00,UPTREND,5,UPTREND,SL,94830.4275,2026-01-14T06:00:00+00:00,-2.928,-2.93,9995.65,445.0
BUY,96843.5,96456.1913,97424.4631,1.5,bullish_pinbar,2026-01-14T15:15:00+00:00,UPTREND,6,UPTREND,SL,96456.1913,2026-01-14T15:35:00+00:00,-2.0,-2.0,9993.65,20.0
BUY,97410.2,96701.4745,98473.2882,1.5,bullish_engulfing,2026-01-14T16:35:00+00:00,UPTREND,3,UPTREND,SL,96701.4745,2026-01-14T17:35:00+00:00,-3.638,-3.64,9990.02,60.0
BUY,97081.7,96757.2958,97568.3064,1.5,bullish_pinbar,2026-01-15T14:10:00+00:00,UPTREND,5,UPTREND,SL,96757.2958,2026-01-15T14:20:00+00:00,-1.671,-1.67,9988.35,10.0
BUY,95835.5,95409.8112,96474.0331,1.5,bullish_engulfing,2026-01-15T19:15:00+00:00,VOLATILE_RANGE,3,UPTREND,SL,95409.8112,2026-01-15T19:25:00+00:00,-2.221,-2.22,9986.13,10.0
BUY,95649.9,95376.1753,96060.4871,1.5,bullish_engulfing,2026-01-16T06:40:00+00:00,UPTREND,3,UPTREND,SL,95376.1753,2026-01-16T10:30:00+00:00,-1.431,-1.43,9984.7,230.0
BUY,95669.7,95062.2257,96580.9114,1.5,bullish_engulfing,2026-01-16T14:25:00+00:00,UPTREND,6,UPTREND,SL,95062.2257,2026-01-16T15:00:00+00:00,-3.175,-3.17,9981.53,35.0
BUY,94521.8,94160.9564,95248.21,2.01,setup_E_bb_mean_reversion,2026-01-16T15:30:00+00:00,SIDEWAY,4,SIDEWAY,TP,95248.21,2026-01-16T20:50:00+00:00,3.843,3.84,9985.37,320.0
SELL,95517.1,95718.4342,95006.39,2.54,setup_E_bb_mean_reversion,2026-01-16T20:55:00+00:00,SIDEWAY,4,SIDEWAY,TP,95006.39,2026-01-17T07:45:00+00:00,2.673,2.67,9988.04,650.0
BUY,94974.0,94757.252,95374.65,1.85,setup_E_bb_mean_reversion,2026-01-18T23:00:00+00:00,SIDEWAY,4,SIDEWAY,SL,94757.252,2026-01-18T23:20:00+00:00,-1.141,-1.14,9986.9,20.0
BUY,94561.1,94317.2778,95270.465,2.91,setup_E_bb_mean_reversion,2026-01-18T23:25:00+00:00,SIDEWAY,4,SIDEWAY,SL,94317.2778,2026-01-18T23:45:00+00:00,-1.289,-1.29,9985.61,20.0
BUY,93685.4,93484.8292,94965.665,6.38,setup_E_bb_mean_reversion,2026-01-18T23:50:00+00:00,SIDEWAY,4,SIDEWAY,SL,93484.8292,2026-01-19T00:00:00+00:00,-1.07,-1.07,9984.54,10.0
BUY,92827.3,92422.8454,94620.455,4.43,setup_E_bb_mean_reversion,2026-01-19T00:05:00+00:00,SIDEWAY,4,SIDEWAY,SL,92422.8454,2026-01-19T00:10:00+00:00,-2.179,-2.18,9982.37,5.0
SELL,93148.6,93378.4972,92664.95,2.1,setup_E_bb_mean_reversion,2026-01-19T08:20:00+00:00,SIDEWAY,4,SIDEWAY,TP,92664.95,2026-01-19T14:35:00+00:00,2.596,2.59,9984.96,375.0
SELL,92615.8,92909.1395,92175.7908,1.5,bearish_pinbar,2026-01-19T23:40:00+00:00,DOWNTREND,4,DOWNTREND,TP,92175.7908,2026-01-20T04:20:00+00:00,2.375,2.37,9987.33,280.0
SELL,91552.6,92025.5815,90843.1278,1.5,bearish_pinbar,2026-01-20T05:05:00+00:00,DOWNTREND,6,DOWNTREND,TP,90843.1278,2026-01-20T06:20:00+00:00,3.875,3.87,9991.2,75.0
SELL,90855.8,91201.1395,90337.7908,1.5,bearish_pinbar,2026-01-20T07:00:00+00:00,DOWNTREND,3,DOWNTREND,SL,91201.1395,2026-01-20T07:45:00+00:00,-1.9,-1.9,9989.3,45.0
SELL,90777.6,91262.944,90049.584,1.5,bearish_engulfing,2026-01-20T14:30:00+00:00,DOWNTREND,3,DOWNTREND,SL,91262.944,2026-01-20T14:35:00+00:00,-2.673,-2.67,9986.63,5.0
SELL,90428.5,90926.0712,89682.1431,1.5,bearish_pinbar,2026-01-20T14:50:00+00:00,DOWNTREND,6,DOWNTREND,SL,90926.0712,2026-01-20T16:15:00+00:00,-2.751,-2.75,9983.88,85.0
SELL,89702.9,90093.0572,89117.6641,1.5,bearish_engulfing,2026-01-20T18:25:00+00:00,DOWNTREND,3,DOWNTREND,TP,89117.6641,2026-01-20T22:30:00+00:00,3.262,3.26,9987.14,245.0
SELL,88400.0,88860.3,87709.55,1.5,bearish_engulfing,2026-01-20T22:45:00+00:00,DOWNTREND,5,DOWNTREND,SL,88860.3,2026-01-21T00:35:00+00:00,-2.604,-2.6,9984.54,110.0
SELL,89535.7,89845.5393,89070.9411,1.5,bearish_pinbar,2026-01-21T04:45:00+00:00,DOWNTREND,3,DOWNTREND,SL,89845.5393,2026-01-21T05:35:00+00:00,-1.73,-1.73,9982.81,50.0
SELL,89582.8,89868.657,89154.0145,1.5,bearish_pinbar,2026-01-21T07:20:00+00:00,DOWNTREND,3,DOWNTREND,TP,89154.0145,2026-01-21T07:35:00+00:00,2.393,2.39,9985.2,15.0
SELL,89863.9,90378.2598,89092.3604,1.5,bearish_pinbar,2026-01-21T19:35:00+00:00,VOLATILE_RANGE,4,DOWNTREND,SL,90378.2598,2026-01-21T19:45:00+00:00,-2.862,-2.86,9982.34,10.0
SELL,90058.7,90402.3467,89543.2299,1.5,bearish_engulfing,2026-01-21T21:00:00+00:00,VOLATILE_RANGE,3,DOWNTREND,TP,89543.2299,2026-01-21T23:40:00+00:00,2.862,2.86,9985.2,160.0
SELL,89613.2,89924.133,89146.8005,1.5,bearish_pinbar,2026-01-22T13:45:00+00:00,DOWNTREND,6,DOWNTREND,TP,89146.8005,2026-01-22T14:35:00+00:00,2.602,2.6,9987.8,50.0
SELL,89055.0,89574.9375,88275.0938,1.5,bearish_engulfing,2026-01-22T14:55:00+00:00,DOWNTREND,6,DOWNTREND,SL,89574.9375,2026-01-22T17:55:00+00:00,-2.919,-2.92,9984.88,180.0
SELL,89222.1,89559.4552,88716.0671,1.5,bearish_engulfing,2026-01-22T21:55:00+00:00,DOWNTREND,3,DOWNTREND,SL,89559.4552,2026-01-23T00:15:00+00:00,-1.891,-1.89,9983.0,140.0
SELL,89764.6,90042.6115,89347.5828,1.5,bearish_pinbar,2026-01-23T02:05:00+00:00,DOWNTREND,4,DOWNTREND,SL,90042.6115,2026-01-23T04:10:00+00:00,-1.549,-1.55,9981.45,125.0
SELL,90945.1,91150.2902,90010.43,4.56,setup_E_bb_mean_reversion,2026-01-23T17:25:00+00:00,SIDEWAY,4,SIDEWAY,SL,91150.2902,2026-01-23T17:35:00+00:00,-1.128,-1.13,9980.32,10.0
BUY,88268.0,88043.464,88610.84,1.53,setup_E_bb_mean_reversion,2026-01-25T08:50:00+00:00,SIDEWAY,4,SIDEWAY,TP,88610.84,2026-01-25T10:55:00+00:00,1.942,1.94,9982.26,125.0
BUY,88024.7,87723.9506,88572.39,1.82,setup_E_bb_mean_reversion,2026-01-25T16:05:00+00:00,SIDEWAY,4,SIDEWAY,SL,87723.9506,2026-01-25T16:15:00+00:00,-1.708,-1.71,9980.56,10.0
BUY,87297.7,87114.4046,87802.625,2.75,setup_E_bb_mean_reversion,2026-01-25T18:30:00+00:00,SIDEWAY,4,SIDEWAY,SL,87114.4046,2026-01-25T18:40:00+00:00,-1.05,-1.05,9979.51,10.0
BUY,86692.5,86326.615,87447.75,2.06,setup_E_bb_mean_reversion,2026-01-25T19:20:00+00:00,SIDEWAY,4,SIDEWAY,SL,86326.615,2026-01-25T19:30:00+00:00,-2.11,-2.11,9977.4,10.0
SELL,87239.7,87644.0992,86633.1011,1.5,bearish_pinbar,2026-01-26T01:10:00+00:00,DOWNTREND,4,DOWNTREND,SL,87644.0992,2026-01-26T01:20:00+00:00,-2.318,-2.31,9975.09,10.0
SELL,87625.5,87918.0638,87186.6544,1.5,bearish_pinbar,2026-01-26T01:30:00+00:00,DOWNTREND,3,DOWNTREND,SL,87918.0638,2026-01-26T02:30:00+00:00,-1.669,-1.67,9973.43,60.0
SELL,87710.2,87988.8755,87292.1867,1.5,bearish_pinbar,2026-01-26T05:00:00+00:00,DOWNTREND,3,DOWNTREND,SL,87988.8755,2026-01-26T06:50:00+00:00,-1.589,-1.58,9971.84,110.0
SELL,87800.1,88073.2002,87390.4496,1.5,bearish_pinbar,2026-01-26T09:05:00+00:00,DOWNTREND,4,DOWNTREND,SL,88073.2002,2026-01-26T14:35:00+00:00,-1.555,-1.55,9970.29,330.0
SELL,88673.4,88991.2468,87958.235,2.25,setup_E_bb_mean_reversion,2026-01-26T15:10:00+00:00,SIDEWAY,4,SIDEWAY,TP,87958.235,2026-01-26T15:40:00+00:00,4.033,4.02,9974.31,30.0
SELL,88596.3,88814.5926,88159.195,2.0,setup_E_bb_mean_reversion,2026-01-26T23:35:00+00:00,SIDEWAY,3,SIDEWAY,TP,88159.195,2026-01-27T00:05:00+00:00,2.467,2.46,9976.77,30.0
SELL,89542.6,89733.6852,89075.095,2.45,setup_E_bb_mean_reversion,2026-01-28T09:55:00+00:00,SIDEWAY,4,SIDEWAY,SL,89733.6852,2026-01-28T11:45:00+00:00,-1.067,-1.06,9975.71,110.0
SELL,90016.1,90268.0322,89451.83,2.24,setup_E_bb_mean_reversion,2026-01-28T11:50:00+00:00,SIDEWAY,4,SIDEWAY,SL,90268.0322,2026-01-28T13:10:00+00:00,-1.399,-1.4,9974.31,80.0
BUY,88594.4,88410.4112,88965.015,2.01,setup_E_bb_mean_reversion,2026-01-29T01:45:00+00:00,SIDEWAY,4,SIDEWAY,SL,88410.4112,2026-01-29T02:00:00+00:00,-1.038,-1.04,9973.27,15.0
BUY,88109.6,87911.4808,88656.79,2.76,setup_E_bb_mean_reversion,2026-01-29T02:40:00+00:00,SIDEWAY,4,SIDEWAY,SL,87911.4808,2026-01-29T02:45:00+00:00,-1.124,-1.12,9972.15,5.0
BUY,87750.3,87502.4994,88530.795,3.15,setup_E_bb_mean_reversion,2026-01-29T02:50:00+00:00,SIDEWAY,4,SIDEWAY,SL,87502.4994,2026-01-29T14:35:00+00:00,-1.412,-1.41,9970.75,705.0
BUY,87423.0,87206.954,87912.78,2.27,setup_E_bb_mean_reversion,2026-01-29T14:50:00+00:00,SIDEWAY,4,SIDEWAY,SL,87206.954,2026-01-29T14:55:00+00:00,-1.236,-1.23,9969.51,5.0
BUY,85039.6,84706.701,85538.9485,1.5,bullish_pinbar,2026-01-29T17:30:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,84706.701,2026-01-29T17:40:00+00:00,-1.957,-1.95,9967.56,10.0
SELL,83517.1,84008.7927,82779.5609,1.5,bearish_engulfing,2026-01-29T19:20:00+00:00,DOWNTREND,4,DOWNTREND,SL,84008.7927,2026-01-29T19:30:00+00:00,-2.944,-2.93,9964.63,10.0
SELL,84031.3,84381.4783,83506.0326,1.5,bearish_pinbar,2026-01-29T19:35:00+00:00,DOWNTREND,3,DOWNTREND,SL,84381.4783,2026-01-29T21:05:00+00:00,-2.084,-2.08,9962.55,90.0
SELL,84321.3,84608.3032,83890.7951,1.5,bearish_pinbar,2026-01-30T00:35:00+00:00,DOWNTREND,4,DOWNTREND,TP,83890.7951,2026-01-30T01:15:00+00:00,2.553,2.54,9965.09,40.0
SELL,83941.3,84181.2532,83581.3701,1.5,bearish_pinbar,2026-01-31T06:15:00+00:00,DOWNTREND,6,DOWNTREND,TP,83581.3701,2026-01-31T07:30:00+00:00,2.144,2.14,9967.23,75.0
SELL,83433.1,83740.9827,82971.2759,1.5,bearish_pinbar,2026-01-31T08:05:00+00:00,DOWNTREND,6,DOWNTREND,TP,82971.2759,2026-01-31T08:30:00+00:00,2.768,2.76,9969.99,25.0
SELL,83031.1,83396.9777,82482.2834,1.5,bearish_pinbar,2026-01-31T08:55:00+00:00,DOWNTREND,4,DOWNTREND,TP,82482.2834,2026-01-31T13:30:00+00:00,3.305,3.29,9973.28,275.0
SELL,82505.5,82895.5638,81920.4044,1.5,bearish_pinbar,2026-01-31T13:35:00+00:00,DOWNTREND,6,DOWNTREND,SL,82895.5638,2026-01-31T14:05:00+00:00,-2.364,-2.36,9970.93,30.0
SELL,80300.0,80707.65,79688.525,1.5,bearish_pinbar,2026-01-31T17:00:00+00:00,DOWNTREND,6,DOWNTREND,TP,79688.525,2026-01-31T17:05:00+00:00,3.807,3.8,9974.72,5.0
SELL,78555.0,79183.44,77455.235,1.75,bearish_engulfing,2026-01-31T17:30:00+00:00,DOWNTREND,3,DOWNTREND,SL,79183.44,2026-01-31T17:35:00+00:00,-4.0,-3.99,9970.73,5.0
SELL,77870.4,78387.676,77094.486,1.5,bearish_engulfing,2026-01-31T19:00:00+00:00,DOWNTREND,3,DOWNTREND,SL,78387.676,2026-01-31T19:10:00+00:00,-3.321,-3.31,9967.42,10.0
SELL,77660.1,78281.3808,76700.0246,1.55,bearish_pinbar,2026-01-31T20:20:00+00:00,DOWNTREND,3,DOWNTREND,SL,78281.3808,2026-01-31T21:55:00+00:00,-4.0,-3.99,9963.44,95.0
SELL,78971.6,79275.129,78516.3065,1.5,bearish_pinbar,2026-02-01T00:50:00+00:00,DOWNTREND,3,DOWNTREND,TP,78516.3065,2026-02-01T01:10:00+00:00,2.883,2.87,9966.31,20.0
SELL,78815.2,79107.238,78377.143,1.5,bearish_engulfing,2026-02-01T05:30:00+00:00,DOWNTREND,5,DOWNTREND,TP,78377.143,2026-02-01T06:35:00+00:00,2.779,2.77,9969.08,65.0
SELL,78381.3,78635.0533,78000.6701,1.5,bearish_pinbar,2026-02-01T11:25:00+00:00,DOWNTREND,3,DOWNTREND,SL,78635.0533,2026-02-01T11:35:00+00:00,-1.619,-1.61,9967.46,10.0
SELL,77118.4,77735.3472,76160.956,1.55,bearish_engulfing,2026-02-01T16:00:00+00:00,DOWNTREND,3,DOWNTREND,SL,77735.3472,2026-02-01T16:25:00+00:00,-4.0,-3.99,9963.48,25.0
SELL,77492.0,77920.43,76849.355,1.5,bearish_engulfing,2026-02-01T16:35:00+00:00,DOWNTREND,3,DOWNTREND,SL,77920.43,2026-02-01T18:00:00+00:00,-2.764,-2.75,9960.72,85.0
SELL,77771.2,78268.328,77025.508,1.5,bearish_engulfing,2026-02-01T19:00:00+00:00,VOLATILE_RANGE,3,DOWNTREND,TP,77025.508,2026-02-01T19:55:00+00:00,4.794,4.78,9965.5,55.0
SELL,75484.4,76075.911,74597.1335,1.5,bearish_engulfing,2026-02-02T04:10:00+00:00,DOWNTREND,3,DOWNTREND,SL,76075.911,2026-02-02T04:20:00+00:00,-3.918,-3.9,9961.59,10.0
SELL,77796.8,78105.692,77333.462,1.5,bearish_engulfing,2026-02-02T11:40:00+00:00,VOLATILE_RANGE,4,DOWNTREND,SL,78105.692,2026-02-02T12:25:00+00:00,-1.985,-1.98,9959.62,45.0
SELL,77570.0,78190.56,76632.4625,1.51,bearish_engulfing,2026-02-03T14:50:00+00:00,VOLATILE_RANGE,6,DOWNTREND,TP,76632.4625,2026-02-03T16:25:00+00:00,6.043,6.02,9965.63,95.0
SELL,74346.6,74941.3728,73377.0503,1.63,bearish_engulfing,2026-02-03T18:20:00+00:00,DOWNTREND,6,DOWNTREND,TP,73377.0503,2026-02-03T18:45:00+00:00,6.52,6.5,9972.13,25.0
SELL,73111.7,73661.6793,72286.7311,1.5,bearish_pinbar,2026-02-03T18:55:00+00:00,DOWNTREND,3,DOWNTREND,SL,73661.6793,2026-02-03T19:10:00+00:00,-3.761,-3.75,9968.38,15.0
SELL,75908.3,76229.8708,75425.9439,1.5,bearish_pinbar,2026-02-03T22:35:00+00:00,DOWNTREND,3,DOWNTREND,TP,75425.9439,2026-02-03T22:45:00+00:00,3.177,3.17,9971.55,10.0
SELL,76348.8,76688.072,75839.892,1.5,bearish_engulfing,2026-02-04T05:15:00+00:00,DOWNTREND,3,DOWNTREND,SL,76688.072,2026-02-04T06:35:00+00:00,-2.222,-2.22,9969.33,80.0
SELL,75730.0,76104.525,75168.2125,1.5,bearish_engulfing,2026-02-04T13:30:00+00:00,VOLATILE_RANGE,6,DOWNTREND,TP,75168.2125,2026-02-04T13:45:00+00:00,3.709,3.7,9973.03,15.0
SELL,74838.4,75385.796,74017.306,1.5,bearish_engulfing,2026-02-04T13:55:00+00:00,DOWNTREND,6,DOWNTREND,SL,75385.796,2026-02-04T14:15:00+00:00,-3.657,-3.65,9969.38,20.0
SELL,75264.0,75732.16,74561.76,1.5,bearish_engulfing,2026-02-04T14:20:00+00:00,DOWNTREND,3,DOWNTREND,SL,75732.16,2026-02-04T14:35:00+00:00,-3.11,-3.1,9966.28,15.0
SELL,73868.3,74360.5707,73129.8939,1.5,bearish_engulfing,2026-02-04T16:00:00+00:00,DOWNTREND,4,DOWNTREND,TP,73129.8939,2026-02-04T16:35:00+00:00,4.998,4.98,9971.26,35.0
SELL,73609.1,74030.2228,72977.4159,1.5,bearish_pinbar,2026-02-04T16:55:00+00:00,DOWNTREND,3,DOWNTREND,TP,72977.4159,2026-02-04T17:10:00+00:00,4.291,4.28,9975.54,15.0
SELL,72270.7,72848.8656,71266.9349,1.74,bearish_engulfing,2026-02-04T17:35:00+00:00,DOWNTREND,4,DOWNTREND,SL,72848.8656,2026-02-04T17:45:00+00:00,-4.0,-3.99,9971.55,10.0
SELL,72559.8,73111.3995,71732.4008,1.5,bearish_pinbar,2026-02-04T18:05:00+00:00,DOWNTREND,3,DOWNTREND,SL,73111.3995,2026-02-04T18:10:00+00:00,-3.801,-3.79,9967.76,5.0
SELL,72837.8,73187.2945,72313.5583,1.5,bearish_engulfing,2026-02-05T01:35:00+00:00,DOWNTREND,3,DOWNTREND,TP,72313.5583,2026-02-05T01:40:00+00:00,3.599,3.59,9971.35,5.0
SELL,71555.4,71994.9885,70896.0172,1.5,bearish_pinbar,2026-02-05T03:00:00+00:00,DOWNTREND,5,DOWNTREND,TP,70896.0172,2026-02-05T04:05:00+00:00,4.607,4.59,9975.94,65.0
SELL,70917.4,71484.7392,69924.5574,1.75,bearish_engulfing,2026-02-05T04:10:00+00:00,DOWNTREND,4,DOWNTREND,SL,71484.7392,2026-02-05T07:00:00+00:00,-4.0,-3.99,9971.95,170.0
SELL,71023.7,71350.6593,70533.2611,1.5,bearish_engulfing,2026-02-05T07:45:00+00:00,DOWNTREND,3,DOWNTREND,SL,71350.6593,2026-02-05T08:25:00+00:00,-2.302,-2.3,9969.66,40.0
SELL,71315.5,71689.2888,70754.8169,1.5,bearish_pinbar,2026-02-05T08:30:00+00:00,DOWNTREND,3,DOWNTREND,SL,71689.2888,2026-02-05T09:05:00+00:00,-2.621,-2.61,9967.05,35.0
SELL,71569.9,71958.0248,70987.7129,1.5,bearish_engulfing,2026-02-05T09:30:00+00:00,DOWNTREND,3,DOWNTREND,TP,70987.7129,2026-02-05T10:50:00+00:00,4.067,4.05,9971.1,80.0
SELL,70030.6,70503.6765,69320.9853,1.5,bearish_pinbar,2026-02-05T11:25:00+00:00,DOWNTREND,6,DOWNTREND,SL,70503.6765,2026-02-05T11:35:00+00:00,-3.378,-3.37,9967.73,10.0
SELL,70208.3,70723.9207,69434.8689,1.5,bearish_engulfing,2026-02-05T11:50:00+00:00,DOWNTREND,3,DOWNTREND,TP,69434.8689,2026-02-05T12:15:00+00:00,5.508,5.49,9973.22,25.0
SELL,69340.5,69895.224,68463.3731,1.58,bearish_pinbar,2026-02-05T12:50:00+00:00,DOWNTREND,3,DOWNTREND,SL,69895.224,2026-02-05T14:00:00+00:00,-4.0,-3.99,9969.23,70.0
